"state","communityname","PctLess9thGrade","PctNotHSGrad","PctBSorMore"
29,"Fultoncity",0.55,0.59,0.24
48,"Midlandcity",0.32,0.37,0.46
41,"Greshamcity",0.17,0.27,0.24
34,"Kearnytown",0.52,0.55,0.23
34,"Secaucustown",0.33,0.45,0.38
42,"Swataratownship",0.34,0.4,0.23
34,"Middletowntownship",0.16,0.24,0.48
4,"BullheadCitycity",0.19,0.47,0.14
36,"Ogdensburgcity",0.37,0.56,0.17
36,"Goshentown",0.32,0.38,0.38
25,"Hulltown",0.12,0.23,0.31
44,"Woonsocketcity",0.69,0.78,0.13
9,"Plymouthtown",0.35,0.43,0.21
42,"Bristolborough",0.52,0.67,0.12
6,"Moorparkcity",0.24,0.23,0.45
13,"Tiftoncity",0.47,0.6,0.29
39,"NorthCantoncity",0.13,0.19,0.48
40,"Shawneecity",0.4,0.53,0.21
6,"Bakersfieldcity",0.27,0.38,0.31
55,"Oshkoshcity",0.29,0.36,0.31
34,"Ringwoodborough",0.06,0.16,0.51
34,"Laceytownship",0.26,0.39,0.21
42,"Pittsburghcity",0.31,0.47,0.31
19,"Ankenycity",0.06,0.08,0.47
19,"Waterloocity",0.28,0.37,0.21
9,"Danburytown",0.34,0.4,0.43
9,"Trumbulltown",0.26,0.26,0.58
25,"Shrewsburytown",0.13,0.2,0.59
48,"Tylercity",0.33,0.39,0.39
6,"PleasantHillcity",0.08,0.1,0.57
1,"Alabastercity",0.27,0.37,0.39
48,"Marshallcity",0.43,0.55,0.24
6,"WalnutCreekcity",0.05,0.07,0.77
25,"Winchestertown",0.06,0.07,0.9
47,"Goodlettsvillecity",0.25,0.36,0.27
6,"Fontanacity",0.36,0.48,0.13
6,"Coronacity",0.36,0.41,0.28
41,"Astoriacity",0.22,0.3,0.25
34,"TintonFallsborough",0.14,0.15,0.67
13,"Bainbridgecity",0.62,0.71,0.23
22,"NewOrleanscity",0.45,0.56,0.35
6,"SanMateocity",0.22,0.24,0.48
34,"Summitcity",0.16,0.16,0.88
48,"Longviewcity",0.26,0.38,0.29
34,"Rockawaytownship",0.09,0.16,0.58
39,"Lakewoodcity",0.17,0.26,0.46
42,"BethelParkborough",0.11,0.15,0.54
48,"Huntsvillecity",0.33,0.46,0.34
6,"EastPaloAltocity",0.73,0.7,0.24
48,"Odessacity",0.49,0.53,0.2
34,"NorthBrunswicktownship",0.21,0.26,0.53
1,"Selmacity",0.57,0.7,0.24
28,"Grenadacity",0.75,0.78,0.21
6,"Norcocity",0.16,0.41,0.15
55,"FortAtkinsoncity",0.27,0.31,0.34
25,"Dartmouthtown",0.66,0.58,0.34
6,"Martinezcity",0.1,0.18,0.47
6,"PalmSpringscity",0.27,0.39,0.32
1,"Daphnecity",0.11,0.17,0.57
48,"SugarLandcity",0.11,0.13,0.7
39,"Fremontcity",0.3,0.46,0.15
5,"HotSpringscity",0.51,0.63,0.2
51,"Viennatown",0.15,0.15,0.74
6,"Fresnocity",0.55,0.54,0.3
25,"Gloucestercity",0.29,0.42,0.32
6,"Lomitacity",0.24,0.35,0.31
29,"Mexicocity",0.52,0.52,0.21
1,"Jacksonvillecity",0.39,0.43,0.48
6,"Hanfordcity",0.45,0.5,0.18
6,"Oakdalecity",0.42,0.54,0.14
5,"Blythevillecity",0.59,0.59,0.2
18,"NewCastlecity",0.57,0.64,0.11
12,"Margatecity",0.24,0.44,0.18
22,"Alexandriacity",0.48,0.55,0.28
34,"Woodburycity",0.33,0.47,0.31
9,"Wiltontown",0.07,0.06,1
16,"Moscowcity",0.12,0.1,0.8
5,"ElDoradocity",0.37,0.57,0.25
40,"ElRenocity",0.38,0.48,0.14
47,"Dyersburgcity",0.87,0.8,0.18
34,"WestCaldwelltownship",0.19,0.17,0.68
48,"McAllencity",1,0.75,0.3
39,"Fairfieldcity",0.17,0.24,0.41
39,"Readingcity",0.37,0.47,0.22
40,"Tulsacity",0.17,0.29,0.41
6,"Montclaircity",0.4,0.56,0.14
41,"McMinnvillecity",0.26,0.32,0.3
12,"CapeCoralcity",0.18,0.31,0.23
22,"Crowleycity",0.88,0.83,0.16
51,"Harrisonburgcity",0.35,0.39,0.46
6,"Clearlakecity",0.36,0.68,0.06
4,"Phoenixcity",0.3,0.36,0.31
51,"Poquosoncity",0.18,0.25,0.47
25,"Methuentown",0.4,0.45,0.29
39,"Springdalecity",0.22,0.29,0.37
5,"Sherwoodcity",0.08,0.2,0.37
39,"Dublincity",0.01,0,0.96
34,"SomersPointcity",0.21,0.36,0.32
40,"Ardmorecity",0.36,0.48,0.24
48,"Victoriacity",0.52,0.51,0.24
23,"Scarboroughtown",0.16,0.18,0.46
48,"Canyoncity",0.18,0.23,0.64
54,"Wheelingcity",0.39,0.43,0.29
6,"LagunaBeachcity",0.08,0.07,0.8
48,"BalchSpringscity",0.46,0.63,0.07
32,"Hendersoncity",0.14,0.29,0.27
42,"Plainstownship",0.52,0.54,0.18
48,"Nacogdochescity",0.39,0.47,0.41
9,"Brookfieldtown",0.1,0.14,0.67
12,"TarponSpringscity",0.3,0.44,0.23
34,"OceanCitycity",0.11,0.22,0.42
4,"Glendalecity",0.23,0.29,0.27
55,"Neenahcity",0.2,0.26,0.32
19,"Boonecity",0.28,0.28,0.23
42,"UpperChichestertownship",0.23,0.36,0.21
25,"Swampscotttown",0.07,0.12,0.72
48,"Shermancity",0.31,0.42,0.3
45,"MountPleasanttown",0.1,0.14,0.68
54,"SouthCharlestoncity",0.22,0.29,0.36
32,"LasVegascity",0.23,0.4,0.2
55,"Wausaucity",0.5,0.42,0.27
25,"Somervillecity",0.38,0.42,0.5
39,"Tiffincity",0.28,0.4,0.2
48,"Richardsoncity",0.06,0.09,0.75
53,"Anacortescity",0.22,0.31,0.23
42,"Muhlenbergtownship",0.35,0.49,0.21
23,"Westbrookcity",0.25,0.35,0.2
25,"Danverstown",0.14,0.21,0.42
6,"Rosemeadcity",0.9,0.82,0.14
48,"Jacksonvillecity",0.67,0.69,0.2
48,"NorthRichlandHillscity",0.11,0.21,0.35
12,"MiamiBeachcity",0.58,0.6,0.33
39,"BedfordHeightscity",0.16,0.42,0.19
34,"Metuchenborough",0.19,0.23,0.61
9,"NewCanaantown",0.06,0.06,1
56,"RockSpringscity",0.19,0.29,0.22
42,"Yeadonborough",0.18,0.33,0.4
54,"Martinsburgcity",0.5,0.56,0.26
47,"Clarksvillecity",0.25,0.31,0.29
48,"Beltoncity",0.66,0.66,0.19
25,"FallRivercity",1,0.95,0.12
42,"Montgomerytownship",0.12,0.19,0.58
34,"Camdencity",0.69,0.9,0.08
48,"Nederlandcity",0.17,0.25,0.21
29,"RichmondHeightscity",0.22,0.23,0.67
48,"Herefordcity",0.88,0.77,0.17
9,"WindsorLockstown",0.26,0.38,0.25
6,"Milpitascity",0.25,0.32,0.4
48,"Terrellcity",0.47,0.65,0.21
55,"Menomoniecity",0.44,0.33,0.49
6,"SantaPaulacity",0.8,0.71,0.14
6,"Fairfieldcity",0.16,0.26,0.23
46,"Pierrecity",0.26,0.24,0.45
42,"Altoonacity",0.32,0.46,0.13
6,"Rialtocity",0.29,0.46,0.14
5,"Springdalecity",0.45,0.52,0.2
28,"Jacksoncity",0.31,0.43,0.43
28,"McCombcity",0.54,0.63,0.24
37,"ElizabethCitycity",0.62,0.63,0.22
9,"Suffieldtown",0.15,0.19,0.49
53,"MosesLakecity",0.45,0.45,0.22
39,"Kentcity",0.14,0.22,0.54
6,"LaPalmacity",0.11,0.17,0.51
38,"Jamestowncity",0.55,0.41,0.3
6,"LosAlamitoscity",0.17,0.22,0.47
34,"Roxburytownship",0.18,0.22,0.48
36,"Binghamtoncity",0.34,0.45,0.31
12,"PanamaCitycity",0.42,0.51,0.26
25,"Weymouthtown",0.1,0.19,0.34
18,"Jaspercity",0.51,0.43,0.25
12,"DaytonaBeachcity",0.3,0.45,0.25
51,"Hopewellcity",0.43,0.57,0.14
39,"NewPhiladelphiacity",0.29,0.39,0.14
48,"UniversityParkcity",0.02,0.01,1
34,"Roselleborough",0.25,0.38,0.31
45,"Sumtercity",0.35,0.37,0.32
48,"Cleburnecity",0.43,0.54,0.2
34,"Florencetownship",0.38,0.43,0.22
9,"Monroetown",0.13,0.16,0.59
34,"Aberdeentownship",0.2,0.28,0.45
6,"Maywoodcity",1,1,0
40,"PoncaCitycity",0.25,0.33,0.34
48,"Waxahachiecity",0.41,0.51,0.25
25,"Hollistontown",0.07,0.08,0.67
25,"Milfordtown",0.36,0.4,0.37
49,"CedarCitycity",0.1,0.17,0.43
34,"FairLawnborough",0.22,0.31,0.49
34,"Teanecktownship",0.15,0.2,0.67
12,"Largocity",0.21,0.39,0.21
27,"Robbinsdalecity",0.19,0.25,0.3
9,"Derbytown",0.38,0.49,0.23
6,"SanFernandocity",1,1,0.06
29,"Kirkwoodcity",0.17,0.18,0.7
18,"BeechGrovecity",0.25,0.39,0.15
6,"Claremontcity",0.06,0.1,0.84
29,"Washingtoncity",0.58,0.43,0.21
34,"Piscatawaytownship",0.2,0.25,0.51
41,"WestLinncity",0.06,0.11,0.59
39,"Hamiltoncity",0.42,0.58,0.14
25,"Fitchburgcity",0.46,0.54,0.2
39,"Vermilioncity",0.18,0.32,0.26
42,"Hanoverborough",0.61,0.6,0.17
9,"Torringtontown",0.44,0.47,0.24
55,"Janesvillecity",0.21,0.31,0.24
34,"Voorheestownship",0.19,0.19,0.66
48,"MountPleasantcity",0.57,0.67,0.2
37,"Sanfordcity",0.42,0.51,0.22
1,"MountainBrookcity",0.02,0.02,1
44,"Portsmouthtown",0.2,0.22,0.56
48,"PortLavacacity",0.67,0.62,0.16
12,"DelrayBeachcity",0.33,0.43,0.34
25,"Westontown",0.04,0.02,1
34,"Millburntownship",0.1,0.1,1
12,"Dunedincity",0.18,0.3,0.29
6,"Stocktoncity",0.61,0.58,0.23
36,"Greenburghtown",0.16,0.19,0.76
48,"Plainviewcity",0.69,0.66,0.21
34,"ElmwoodParkborough",0.51,0.56,0.23
34,"VentnorCitycity",0.19,0.34,0.23
36,"Rochestercity",0.38,0.54,0.29
53,"Redmondcity",0.06,0.07,0.67
6,"Placentiacity",0.33,0.3,0.48
35,"Hobbscity",0.55,0.59,0.2
34,"Montclairtownship",0.14,0.2,0.81
6,"Cerescity",0.42,0.57,0.12
41,"Corvalliscity",0.08,0.11,0.8
55,"MenomoneeFallsvillage",0.23,0.24,0.31
34,"NorthBergentownship",0.63,0.62,0.28
1,"Mobilecity",0.31,0.43,0.34
22,"Houmacity",0.66,0.66,0.19
12,"Oviedocity",0.08,0.14,0.56
18,"TerreHautecity",0.3,0.48,0.24
25,"Ashlandtown",0.11,0.16,0.59
8,"Arvadacity",0.1,0.18,0.4
6,"Corcorancity",0.64,0.75,0.06
34,"Hillsidetownship",0.4,0.49,0.26
25,"Walpoletown",0.1,0.17,0.51
6,"SanLeandrocity",0.25,0.34,0.26
9,"Watertowntown",0.34,0.4,0.31
49,"PleasantGrovecity",0.05,0.22,0.32
13,"PeachtreeCitycity",0.07,0.07,0.62
9,"Avontown",0.1,0.1,0.86
34,"Jeffersontownship",0.17,0.2,0.4
2,"Anchoragecity",0.09,0.14,0.43
25,"WestSpringfieldtown",0.22,0.36,0.3
34,"Morristowntown",0.3,0.36,0.52
27,"Northfieldcity",0.26,0.25,0.58
48,"Templecity",0.38,0.45,0.32
48,"SanJuancity",1,1,0.1
18,"Greenwoodcity",0.19,0.28,0.29
48,"Lamesacity",0.98,0.87,0.11
39,"Salemcity",0.24,0.45,0.13
25,"Franklintown",0.12,0.19,0.49
12,"Eustiscity",0.35,0.52,0.24
42,"Scrantoncity",0.38,0.51,0.2
6,"Oxnardcity",0.82,0.68,0.19
34,"Bergenfieldborough",0.24,0.29,0.38
6,"Perriscity",0.52,0.63,0.1
37,"Albemarlecity",0.6,0.7,0.18
47,"Memphiscity",0.37,0.51,0.27
18,"Lawrencecity",0.17,0.35,0.27
34,"RidgefieldParkvillage",0.29,0.36,0.33
34,"Hammontontown",0.65,0.6,0.22
55,"Germantownvillage",0.14,0.2,0.34
22,"Monroecity",0.49,0.55,0.38
24,"Frederickcity",0.29,0.37,0.38
53,"MountVernoncity",0.22,0.3,0.27
34,"Hillsboroughtownship",0.1,0.12,0.71
6,"Hillsboroughtown",0.04,0.03,0.94
6,"Orangecity",0.28,0.3,0.41
13,"Waycrosscity",0.7,0.78,0.16
39,"Mentorcity",0.11,0.22,0.35
34,"WestNewYorktown",1,0.9,0.18
6,"MillValleycity",0.04,0.03,0.98
48,"LiveOakcity",0.12,0.11,0.33
35,"Portalescity",0.64,0.67,0.33
42,"Fallstownship",0.15,0.29,0.22
51,"Manassascity",0.21,0.26,0.41
6,"PalosVerdesEstatescity",0.06,0.04,1
6,"Mantecacity",0.32,0.43,0.14
53,"Tacomacity",0.23,0.35,0.24
25,"Harwichtown",0.1,0.19,0.41
36,"Kingstoncity",0.45,0.54,0.29
1,"Athenscity",0.51,0.59,0.32
45,"Greercity",0.93,0.94,0.13
53,"WallaWallacity",0.3,0.35,0.25
37,"Goldsborocity",0.41,0.43,0.24
22,"LakeCharlescity",0.52,0.53,0.28
41,"Salemcity",0.23,0.31,0.34
34,"Hobokencity",0.6,0.52,0.65
36,"Syracusecity",0.38,0.5,0.35
12,"Sunrisecity",0.21,0.35,0.26
10,"Dovercity",0.21,0.29,0.42
29,"Crestwoodcity",0.18,0.27,0.47
9,"Clintontown",0.1,0.22,0.42
34,"Brigantinecity",0.16,0.31,0.33
25,"Gardnercity",0.55,0.56,0.21
34,"GlenRockborough",0.05,0.07,0.88
25,"Westwoodtown",0.1,0.1,0.76
34,"Jacksontownship",0.22,0.34,0.25
42,"Middletowntownship",0.15,0.24,0.42
28,"Starkvillecity",0.27,0.34,0.67
34,"Bridgetoncity",0.58,0.73,0.13
39,"Troycity",0.26,0.4,0.26
33,"Laconiacity",0.29,0.39,0.27
6,"AppleValleytown",0.15,0.33,0.23
25,"Pittsfieldcity",0.23,0.37,0.3
48,"Grapevinecity",0.1,0.16,0.57
34,"Haddontownship",0.17,0.28,0.42
33,"Merrimacktown",0.07,0.13,0.53
6,"Palmdalecity",0.18,0.34,0.2
6,"ElSegundocity",0.1,0.14,0.52
6,"GardenGrovecity",0.39,0.44,0.25
34,"CliffsideParkborough",0.47,0.43,0.42
22,"Shreveportcity",0.34,0.44,0.31
21,"Danvillecity",0.5,0.58,0.25
6,"Highlandcity",0.28,0.44,0.21
12,"DeerfieldBeachcity",0.3,0.44,0.25
36,"Uticacity",0.52,0.57,0.18
45,"Aikencity",0.33,0.35,0.53
6,"Fullertoncity",0.27,0.28,0.48
29,"Berkeleycity",0.37,0.5,0.11
27,"Minneapoliscity",0.22,0.29,0.49
21,"Florencecity",0.34,0.4,0.21
36,"Oneontacity",0.26,0.34,0.5
6,"Carpinteriacity",0.35,0.4,0.36
25,"Swanseatown",0.41,0.46,0.29
13,"Alpharettacity",0.07,0.1,0.6
9,"Windsortown",0.23,0.3,0.45
21,"Nicholasvillecity",0.54,0.62,0.15
23,"Auburncity",0.35,0.39,0.3
55,"Superiorcity",0.27,0.38,0.24
45,"WestColumbiacity",0.38,0.5,0.24
25,"Medfordcity",0.25,0.35,0.37
40,"Enidcity",0.29,0.41,0.27
6,"Pinolecity",0.13,0.23,0.32
5,"Bentoncity",0.48,0.52,0.21
40,"Stillwatercity",0.14,0.16,0.72
6,"Tracycity",0.31,0.39,0.18
34,"Totowaborough",0.59,0.56,0.25
55,"Fitchburgcity",0.08,0.1,0.61
12,"FortMyerscity",0.4,0.55,0.25
34,"Weehawkentownship",0.52,0.51,0.44
48,"CedarHillcity",0.14,0.22,0.45
48,"Lubbockcity",0.39,0.42,0.41
22,"Kennercity",0.3,0.38,0.33
56,"Sheridancity",0.29,0.34,0.26
6,"Montebellocity",0.7,0.69,0.22
1,"Jaspercity",0.48,0.62,0.26
40,"Edmondcity",0.08,0.14,0.71
55,"BeaverDamcity",0.42,0.41,0.22
53,"Kelsocity",0.34,0.47,0.12
35,"Roswellcity",0.5,0.53,0.23
51,"Chesapeakecity",0.27,0.39,0.26
6,"RanchoCucamongacity",0.15,0.22,0.33
16,"IdahoFallscity",0.17,0.26,0.41
55,"Monroecity",0.39,0.36,0.22
9,"Waterfordtown",0.25,0.3,0.35
12,"HainesCitycity",0.78,0.83,0.11
39,"Bexleycity",0.03,0.05,0.96
35,"Gallupcity",0.38,0.43,0.25
40,"BrokenArrowcity",0.11,0.15,0.39
24,"Laurelcity",0.12,0.21,0.59
48,"Missioncity",1,0.84,0.18
55,"Sheboygancity",0.39,0.42,0.2
47,"JohnsonCitycity",0.47,0.5,0.41
39,"Greenvillecity",0.33,0.48,0.16
48,"DeSotocity",0.11,0.18,0.47
37,"Ashevillecity",0.32,0.43,0.36
39,"ForestParkcity",0.12,0.24,0.38
55,"WisconsinRapidscity",0.38,0.36,0.18
39,"SevenHillscity",0.25,0.37,0.26
34,"Lakewoodtownship",0.39,0.47,0.26
45,"Columbiacity",0.31,0.41,0.51
48,"Rowlettcity",0.07,0.14,0.44
24,"Cumberlandcity",0.48,0.56,0.16
6,"Alamedacity",0.14,0.18,0.5
25,"Nortontown",0.17,0.27,0.35
49,"BrighamCitycity",0.13,0.26,0.35
5,"ForrestCitycity",0.69,0.68,0.18
4,"Chandlercity",0.19,0.23,0.42
32,"Sparkscity",0.17,0.29,0.24
36,"Amsterdamcity",0.43,0.55,0.18
36,"Canandaiguacity",0.26,0.34,0.34
42,"Brentwoodborough",0.23,0.31,0.25
6,"LaPuentecity",0.8,0.88,0.1
13,"Hinesvillecity",0.11,0.19,0.3
55,"Ashwaubenonvillage",0.18,0.19,0.28
24,"Salisburycity",0.36,0.48,0.31
25,"Somersettown",0.56,0.52,0.33
6,"Paramountcity",0.94,0.89,0.09
49,"Roycity",0.07,0.17,0.24
34,"Marlborotownship",0.08,0.14,0.72
6,"Piedmontcity",0.01,0.03,1
34,"Dumontborough",0.25,0.31,0.33
2,"Fairbankscity",0.14,0.22,0.28
47,"Brentwoodcity",0.02,0.05,0.9
6,"Azusacity",0.64,0.66,0.18
48,"Gainesvillecity",0.53,0.58,0.18
48,"DeerParkcity",0.14,0.25,0.23
55,"WhitefishBayvillage",0.04,0.04,1
12,"Kissimmeecity",0.27,0.41,0.2
48,"Humblecity",0.32,0.39,0.21
8,"Denvercity",0.26,0.35,0.47
9,"NewBritaintown",0.53,0.62,0.26
34,"Randolphtownship",0.1,0.12,0.79
6,"Hollistercity",0.79,0.65,0.17
23,"Oronotown",0.15,0.17,0.84
55,"ChippewaFallscity",0.54,0.44,0.19
53,"MercerIslandcity",0.02,0.02,1
4,"Mesacity",0.17,0.24,0.33
36,"Buffalocity",0.43,0.57,0.24
34,"Walltownship",0.16,0.26,0.43
25,"EastLongmeadowtown",0.17,0.25,0.39
1,"Gadsdencity",0.55,0.68,0.15
9,"Middletowntown",0.36,0.39,0.42
12,"PuntaGordacity",0.16,0.25,0.4
49,"SouthOgdencity",0.09,0.2,0.4
9,"Bridgeporttown",0.62,0.69,0.18
48,"TexasCitycity",0.39,0.49,0.14
34,"Wyckofftownship",0.15,0.15,0.75
33,"Nashuacity",0.22,0.28,0.46
21,"Radcliffcity",0.19,0.28,0.2
50,"Burlingtoncity",0.28,0.29,0.56
25,"SouthHadleytown",0.17,0.27,0.41
48,"Lufkincity",0.47,0.54,0.29
42,"Kingstonborough",0.28,0.34,0.37
34,"Lindenwoldborough",0.19,0.36,0.25
34,"Ewingtownship",0.27,0.35,0.41
48,"Angletoncity",0.25,0.33,0.22
33,"Goffstowntown",0.23,0.3,0.32
34,"GloucesterCitycity",0.44,0.64,0.08
18,"Speedwaytown",0.17,0.23,0.27
6,"TwentyninePalms-MorongoValle",0.21,0.41,0.16
55,"Mequoncity",0.12,0.1,0.8
40,"Yukoncity",0.19,0.25,0.3
55,"SouthMilwaukeecity",0.26,0.35,0.22
6,"SanRamoncity",0.03,0.05,0.7
34,"SouthBrunswicktownship",0.14,0.15,0.65
24,"Annapoliscity",0.23,0.33,0.53
22,"Natchitochescity",0.59,0.57,0.35
25,"Barnstabletown",0.09,0.17,0.45
21,"Madisonvillecity",0.64,0.57,0.23
5,"Arkadelphiacity",0.44,0.48,0.48
28,"Brandoncity",0.16,0.23,0.55
42,"LowerMorelandtownship",0.08,0.13,0.66
55,"Wauwatosacity",0.15,0.17,0.63
6,"BaldwinParkcity",0.94,0.88,0.14
12,"Lauderhillcity",0.18,0.35,0.3
40,"Adacity",0.44,0.51,0.37
42,"NorthHuntingdontownship",0.21,0.28,0.25
19,"Marshalltowncity",0.26,0.32,0.27
37,"Havelockcity",0.08,0.14,0.19
25,"Wilmingtontown",0.15,0.27,0.32
34,"Freeholdborough",0.36,0.45,0.34
5,"Texarkanacity",0.46,0.57,0.18
37,"Laurinburgcity",0.66,0.71,0.23
36,"Ryecity",0.09,0.15,0.84
8,"Northglenncity",0.12,0.28,0.21
32,"BoulderCitycity",0.13,0.28,0.35
37,"Boonetown",0.32,0.36,0.71
6,"Cerritoscity",0.12,0.16,0.6
18,"EastChicagocity",0.71,0.75,0.08
41,"Hillsborocity",0.27,0.3,0.3
19,"Davenportcity",0.24,0.36,0.31
34,"Spartatownship",0.06,0.09,0.7
48,"Friendswoodcity",0.06,0.1,0.56
48,"HarkerHeightscity",0.12,0.19,0.43
53,"Sunnysidecity",1,0.95,0.15
48,"Beevillecity",0.84,0.7,0.18
5,"Magnoliacity",0.45,0.54,0.27
6,"GrandTerracecity",0.09,0.19,0.43
39,"Strongsvillecity",0.08,0.16,0.49
48,"Arlingtoncity",0.12,0.19,0.48
25,"Westboroughtown",0.13,0.14,0.65
44,"SouthKingstowntown",0.15,0.23,0.63
12,"FortLauderdalecity",0.31,0.44,0.34
6,"Gilroycity",0.55,0.55,0.25
48,"McKinneycity",0.46,0.54,0.29
51,"ColonialHeightscity",0.3,0.37,0.26
48,"Carrolltoncity",0.14,0.15,0.61
48,"Orangecity",0.35,0.5,0.27
9,"Enfieldtown",0.22,0.36,0.27
34,"Pequannocktownship",0.23,0.23,0.46
51,"Christiansburgtown",0.56,0.55,0.26
51,"Suffolkcity",0.61,0.63,0.18
9,"Stoningtontown",0.27,0.33,0.42
6,"TempleCitycity",0.21,0.28,0.34
48,"Laredocity",1,0.91,0.17
32,"Renocity",0.18,0.3,0.35
34,"FortLeeborough",0.28,0.24,0.69
39,"Brecksvillecity",0.08,0.14,0.68
6,"Burlingamecity",0.16,0.18,0.54
29,"Beltoncity",0.18,0.32,0.17
51,"VirginiaBeachcity",0.1,0.19,0.41
21,"Elizabethtowncity",0.48,0.44,0.31
37,"Reidsvillecity",0.63,0.68,0.23
45,"Easleycity",0.58,0.63,0.25
13,"WarnerRobinscity",0.22,0.32,0.22
12,"Tampacity",0.39,0.51,0.29
33,"Dovercity",0.23,0.28,0.39
29,"Gladstonecity",0.14,0.19,0.36
6,"CostaMesacity",0.25,0.27,0.44
42,"Penntownship",0.26,0.29,0.33
48,"Seguincity",0.91,0.8,0.19
5,"NorthLittleRockcity",0.34,0.46,0.27
47,"Murfreesborocity",0.36,0.39,0.43
48,"Snydercity",0.52,0.63,0.16
56,"Gillettecity",0.08,0.17,0.28
12,"Nicevillecity",0.17,0.23,0.35
48,"BayCitycity",0.54,0.51,0.23
39,"Bellefontainecity",0.22,0.45,0.14
25,"Marshfieldtown",0.04,0.09,0.53
33,"Lebanoncity",0.2,0.29,0.43
53,"Edmondscity",0.07,0.14,0.5
42,"Calntownship",0.19,0.27,0.36
34,"Collingswoodborough",0.21,0.29,0.42
8,"Westminstercity",0.1,0.18,0.38
9,"Newtowntown",0.11,0.17,0.65
51,"Leesburgtown",0.26,0.28,0.46
6,"Glendalecity",0.4,0.39,0.46
27,"Shakopeecity",0.28,0.3,0.18
38,"Fargocity",0.19,0.17,0.49
55,"Muskegocity",0.13,0.21,0.28
29,"CreveCoeurcity",0.11,0.1,0.92
6,"Lancastercity",0.2,0.33,0.25
25,"Leicestertown",0.22,0.36,0.29
12,"Ocalacity",0.36,0.49,0.26
40,"Miamicity",0.4,0.5,0.21
51,"NewportNewscity",0.23,0.35,0.29
34,"Maplewoodtownship",0.18,0.19,0.79
12,"Melbournecity",0.21,0.35,0.29
45,"MyrtleBeachcity",0.13,0.26,0.34
56,"GreenRivercity",0.14,0.28,0.24
12,"VeroBeachcity",0.19,0.32,0.37
25,"Pepperelltown",0.13,0.19,0.49
42,"Richlandtownship",0.3,0.36,0.28
6,"Richmondcity",0.32,0.4,0.35
42,"Doylestowntownship",0.16,0.22,0.58
42,"Butlertownship",0.28,0.34,0.28
42,"Centertownship",0.15,0.3,0.29
21,"Jeffersontowncity",0.15,0.23,0.44
29,"Joplincity",0.37,0.47,0.25
9,"Vernontown",0.25,0.31,0.41
25,"Lexingtontown",0.07,0.07,0.97
6,"Berkeleycity",0.14,0.14,0.97
49,"AmericanForkcity",0.23,0.27,0.31
6,"Atascaderocity",0.11,0.22,0.32
48,"Pharrcity",1,1,0.12
39,"Lebanoncity",0.37,0.43,0.25
39,"Mariettacity",0.35,0.42,0.31
12,"NorthMiamicity",0.39,0.53,0.28
40,"Durantcity",0.49,0.54,0.38
12,"Leesburgcity",0.42,0.59,0.2
18,"Dyertown",0.21,0.24,0.23
51,"Norfolkcity",0.3,0.47,0.26
6,"Norwalkcity",0.56,0.62,0.14
42,"WestChesterborough",0.22,0.32,0.51
34,"Bricktownship",0.19,0.34,0.25
53,"Ellensburgcity",0.17,0.28,0.48
9,"Wallingfordtown",0.28,0.33,0.35
22,"Rustoncity",0.3,0.36,0.55
48,"MissouriCitycity",0.1,0.11,0.65
39,"Miamitownship",0.18,0.28,0.39
9,"Wethersfieldtown",0.32,0.33,0.45
49,"SouthSaltLakecity",0.22,0.47,0.13
34,"Millvillecity",0.38,0.52,0.17
6,"Pasadenacity",0.39,0.38,0.59
37,"HighPointcity",0.44,0.55,0.28
47,"Bartletttown",0.06,0.13,0.37
34,"MountHollytownship",0.32,0.47,0.27
9,"Sheltontown",0.23,0.28,0.38
6,"YorbaLindacity",0.06,0.09,0.6
53,"Bellevuecity",0.06,0.07,0.75
12,"SouthDaytonacity",0.27,0.44,0.17
25,"Bournetown",0.13,0.21,0.35
48,"Bellairecity",0.09,0.1,0.8
6,"Chicocity",0.17,0.23,0.51
39,"Bucyruscity",0.38,0.53,0.15
45,"Greenvillecity",0.38,0.47,0.47
42,"WestHempfieldtownship",0.27,0.36,0.32
39,"Portsmouthcity",0.58,0.63,0.17
33,"Exetertown",0.22,0.22,0.52
19,"MasonCitycity",0.26,0.34,0.25
53,"Lynnwoodcity",0.13,0.22,0.29
25,"Pembroketown",0.08,0.2,0.34
29,"UniversityCitycity",0.18,0.27,0.67
48,"Burkburnettcity",0.29,0.4,0.2
34,"NewBrunswickcity",0.55,0.6,0.37
18,"NewAlbanycity",0.47,0.55,0.19
34,"Lodiborough",0.59,0.59,0.23
48,"Rosenbergcity",0.81,0.73,0.13
29,"Warrensburgcity",0.24,0.26,0.57
36,"Newburghcity",0.64,0.75,0.17
9,"Darientown",0.06,0.08,0.98
37,"Wilmingtoncity",0.33,0.46,0.32
9,"NorthBranfordtown",0.13,0.25,0.4
6,"Woodlandcity",0.37,0.41,0.26
53,"DesMoinescity",0.13,0.22,0.31
6,"ElCerritocity",0.12,0.16,0.76
28,"Greenvillecity",0.64,0.68,0.24
29,"Moberlycity",0.51,0.55,0.21
25,"Marbleheadtown",0.04,0.04,0.88
29,"Springfieldcity",0.3,0.39,0.32
34,"PomptonLakesborough",0.24,0.34,0.37
1,"Hoovercity",0.03,0.07,0.75
6,"Irvinecity",0.04,0.05,0.87
49,"Clearfieldcity",0.12,0.21,0.18
48,"Andrewscity",0.63,0.68,0.14
12,"DeLandcity",0.3,0.47,0.29
