"state","communityname","PolicReqPerOffic","PolicPerPop","RacialMatchCommPol","PctPolicWhite","PctPolicBlack","PctPolicHisp","PctPolicAsian","PctPolicMinor","OfficAssgnDrugUnits","NumKindsDrugsSeiz","PolicAveOTWorked","LandArea","PopDens","PctUsePubTrans","PolicCars","PolicOperBudg","LemasPctPolicOnPatr","LemasGangUnitDeploy","LemasPctOfficDrugUn","PolicBudgPerPop","ViolentCrimesPerPop"
37,"Grahamcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.12,0.02,NA,NA,NA,NA,0,NA,0.45
55,"Marinettecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.15,0.02,NA,NA,NA,NA,0,NA,0.05
34,"Princetonborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.55,0.29,NA,NA,NA,NA,0,NA,0.03
37,"Thomasvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.13,0,NA,NA,NA,NA,0,NA,0.36
5,"Rogerscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.09,0,NA,NA,NA,NA,0,NA,0.08
8,"Sterlingcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.16,0.02,NA,NA,NA,NA,0,NA,0.07
6,"Lynwoodcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1,0.35,NA,NA,NA,NA,0,NA,1
34,"WestMilfordtownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.03,0.14,NA,NA,NA,NA,0,NA,0.04
55,"Waukeshacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.27,0.08,NA,NA,NA,NA,0,NA,0.06
1,"Opelikacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.04,0.02,NA,NA,NA,NA,0,NA,1
6,"LaMesacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.48,0.16,NA,NA,NA,NA,0,NA,0.2
53,"Bellinghamcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.2,0.18,NA,NA,NA,NA,0,NA,0.14
37,"Durhamcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.16,0.17,NA,NA,NA,NA,0,NA,0.48
6,"Herculescity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.25,0.35,NA,NA,NA,NA,0,NA,0.13
39,"Daytoncity",0.27,0.27,0.48,0.72,0.43,0.01,0.04,0.3,0.04,0.79,0.66,0.16,0.28,0.42,0.29,0.1,0.49,0,0.24,0.25,0.67
39,"Stowcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.13,0.05,NA,NA,NA,NA,0,NA,0.04
44,"Newportcity",0.36,0.38,0.92,0.88,0.17,0.03,0,0.14,0.03,0.36,0.44,0.02,0.3,0.12,0,0,0.8,0,0.79,0.21,0.49
51,"Herndontown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.32,0.18,NA,NA,NA,NA,0,NA,0.05
48,"Coppellcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.1,0.04,NA,NA,NA,NA,0,NA,0.02
6,"Indiocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.18,0.06,NA,NA,NA,NA,0,NA,0.39
9,"NewLondontown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.43,0.16,NA,NA,NA,NA,0,NA,0.29
25,"Longmeadowtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.14,0.01,NA,NA,NA,NA,0,NA,0.02
6,"Albanycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8,0.98,NA,NA,NA,NA,0,NA,0.25
37,"Burlingtoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.16,0.01,NA,NA,NA,NA,0,NA,0.23
39,"Ashlandcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.18,0.01,NA,NA,NA,NA,0,NA,0.01
6,"Glendoracity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.2,0.08,NA,NA,NA,NA,0,NA,0.12
6,"Sunnyvalecity",0.39,0.07,0.56,0.88,0.09,0.07,0.32,0.14,0.01,0.71,0.9,0.06,0.45,0.14,0.04,0.03,0.59,1,0.36,0.13,0.1
42,"Tredyffrintownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.12,0.57,NA,NA,NA,NA,0,NA,0.04
22,"NewIberiacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.26,0.02,NA,NA,NA,NA,0,NA,0.14
49,"Midvalecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.29,0.21,NA,NA,NA,NA,0,NA,0.2
6,"Livermorecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.24,0.09,NA,NA,NA,NA,0,NA,0.13
55,"Kaukaunacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.21,0.05,NA,NA,NA,NA,0,NA,0.03
56,"Evanstoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.09,0.11,NA,NA,NA,NA,0,NA,0.11
45,"Greenwoodcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.14,0.01,NA,NA,NA,NA,0,NA,1
18,"Noblesvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.17,0,NA,NA,NA,NA,0,NA,0.28
25,"Medfieldtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.06,0.29,NA,NA,NA,NA,0,NA,0.01
29,"Columbiacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.13,0.07,NA,NA,NA,NA,0,NA,0.24
48,"ElPasocity",0.51,0.1,0.99,0,0.06,1,0.1,1,0.13,0.36,0.23,0.72,0.18,0.17,0.58,0.12,0.73,0.5,0.5,0.07,0.43
48,"Lancastercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.06,0.03,NA,NA,NA,NA,0,NA,0.2
25,"Bellinghamtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.07,0.12,NA,NA,NA,NA,0,NA,0.08
34,"Manchestertownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.04,0.07,NA,NA,NA,NA,0,NA,0.04
8,"Longmontcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.33,0.09,NA,NA,NA,NA,0,NA,0.07
48,"Gatesvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.12,0,NA,NA,NA,NA,0,NA,0.05
34,"Manalapantownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.07,0.82,NA,NA,NA,NA,0,NA,0.04
34,"NewProvidenceborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.26,0.45,NA,NA,NA,NA,0,NA,0.02
25,"Framinghamtown",0.38,0.14,0.53,0.58,0.09,0.02,0,0.06,0.02,0.36,0.25,0.07,0.22,0.16,0.01,0.01,0.83,0,0.57,0.09,0.4
6,"Arcatacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.16,0.07,NA,NA,NA,NA,0,NA,0.16
47,"Springfieldcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.14,0.02,NA,NA,NA,NA,0,NA,0.57
37,"Edencity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.11,0,NA,NA,NA,NA,0,NA,0.2
12,"PompanoBeachcity",0.45,0.33,0.71,0.59,0.28,0.15,0,0.3,0.12,0.93,0.11,0.06,0.3,0.2,0.06,0.04,0.93,1,1,0.26,1
55,"TwoRiverscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.2,0.08,NA,NA,NA,NA,0,NA,0.02
34,"Moorestowntownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.09,0.16,NA,NA,NA,NA,0,NA,0.08
11,"Washingtoncity",0.11,0.85,0.94,0,1,0.07,0.14,1,0.73,0.86,0.51,0.18,0.83,1,0.65,0.72,0.77,0,0.45,0.56,1
42,"Emmausborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.32,0.05,NA,NA,NA,NA,0,NA,0.06
55,"Oconomowoccity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.16,0.01,NA,NA,NA,NA,0,NA,0.07
6,"SanCarloscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.39,0.22,NA,NA,NA,NA,0,NA,0.08
42,"Manheimtownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.1,0.07,NA,NA,NA,NA,0,NA,0.05
54,"Moundsvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.31,0.01,NA,NA,NA,NA,0,NA,0.02
55,"Madisoncity",0.23,0.13,0.93,0.86,0.15,0.08,0,0.16,0.08,0.57,0.44,0.17,0.28,0.43,0.1,0.08,0.46,1,0.72,0.18,0.13
28,"Pascagoulacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.14,0.01,NA,NA,NA,NA,0,NA,0.45
42,"Coatesvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0.27,NA,NA,NA,NA,0,NA,0.44
21,"Newportcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.58,0.42,NA,NA,NA,NA,0,NA,0.45
12,"MiamiSpringscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.38,0.16,NA,NA,NA,NA,0,NA,0.39
6,"Escondidocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.25,0.11,NA,NA,NA,NA,0,NA,0.26
6,"Hawthornecity",0.51,0.09,0,0.82,0.06,0.21,0.21,0.2,0.01,0.57,0.47,0.01,1,0.29,0.05,0.03,0.89,0.5,0.47,0.18,1
29,"Bridgetoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.1,0.03,NA,NA,NA,NA,0,NA,0.32
6,"ChulaVistacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.39,0.25,NA,NA,NA,NA,0,NA,0.3
6,"PalmDesertcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.1,0.04,NA,NA,NA,NA,0,NA,0.31
6,"SanJosecity",0.39,0.02,0.7,0.61,0.09,0.46,0.48,0.33,0.02,0.86,1,0.5,0.38,0.2,0.09,0.1,0,1,0.16,0.03,0.27
25,"Newtoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.38,0.69,NA,NA,NA,NA,0,NA,0.11
55,"Shorewoodvillage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.74,0.34,NA,NA,NA,NA,0,NA,0.07
40,"Claremorecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.13,0,NA,NA,NA,NA,0,NA,0.09
6,"SanJacintocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.13,0.03,NA,NA,NA,NA,0,NA,0.26
48,"Robstowncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.12,0.07,NA,NA,NA,NA,0,NA,0.17
37,"Carytown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.12,0.01,NA,NA,NA,NA,0,NA,0.07
6,"LaQuintacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.04,0.05,NA,NA,NA,NA,0,NA,0.31
39,"Sharonvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.1,0.04,NA,NA,NA,NA,0,NA,0.07
49,"SaltLakeCitycity",0.23,0.19,0.77,0.96,0.01,0.05,0.05,0.04,0.09,0.79,0.09,0.32,0.12,0.32,0.29,0.09,0.81,0.5,0.7,0.22,0.33
12,"Venicecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.19,0.01,NA,NA,NA,NA,0,NA,0.15
41,"Springfieldcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.28,0.23,NA,NA,NA,NA,0,NA,0.21
6,"SimiValleycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.25,0.03,NA,NA,NA,NA,0,NA,0.1
6,"Maderacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.24,0,NA,NA,NA,NA,0,NA,0.51
12,"SafetyHarborcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.28,0.03,NA,NA,NA,NA,0,NA,0.17
18,"Martinsvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.24,0.01,NA,NA,NA,NA,0,NA,0.09
9,"Farmingtontown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.06,0.1,NA,NA,NA,NA,0,NA,0.03
1,"Scottsborocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.02,0,NA,NA,NA,NA,0,NA,0.15
39,"ShakerHeightscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.41,0.52,NA,NA,NA,NA,0,NA,0.17
25,"Webstertown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.11,0.01,NA,NA,NA,NA,0,NA,0.14
39,"Girardcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.2,0.02,NA,NA,NA,NA,0,NA,0.03
18,"Bloomingtoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.34,0.19,NA,NA,NA,NA,0,NA,0.34
49,"Centervillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.16,0.19,NA,NA,NA,NA,0,NA,0.05
25,"NorthAdamscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.07,0.1,NA,NA,NA,NA,0,NA,0.24
45,"Irmotown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.24,0.01,NA,NA,NA,NA,0,NA,0.07
21,"BowlingGreencity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.12,0.02,NA,NA,NA,NA,0,NA,0.33
8,"Bouldercity",0.7,0.12,0.86,0.79,0.15,0.13,0.15,0.2,0.03,0.64,0.35,0.06,0.31,0.31,0.04,0.02,0.83,0,0.77,0.13,0.09
34,"Lawrencetownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.1,0.3,NA,NA,NA,NA,0,NA,0.11
55,"WestAlliscity",0.23,0.2,0.98,0.98,0,0,0.14,0.01,0.05,0.93,0.1,0.03,0.47,0.23,0.02,0.02,0.89,0,1,0.18,0.1
39,"Soloncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.08,0.04,NA,NA,NA,NA,0,NA,0.02
53,"Rentoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.21,0.28,NA,NA,NA,NA,0,NA,0.25
34,"Vinelandcity",0.28,0.18,0.6,0.85,0.02,0.2,0,0.15,0.03,0.29,0.39,0.2,0.07,0.1,0.04,0.01,0.5,0,0.77,0.12,0.37
48,"Burlesoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.08,0,NA,NA,NA,NA,0,NA,0.07
34,"Pleasantvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.23,0.8,NA,NA,NA,NA,0,NA,0.71
39,"Nilescity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.21,0.02,NA,NA,NA,NA,0,NA,0.18
51,"Martinsvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.12,0,NA,NA,NA,NA,0,NA,0.28
25,"Atholtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.03,0.02,NA,NA,NA,NA,0,NA,0.44
53,"Bothellcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.19,0.38,NA,NA,NA,NA,0,NA,0.09
37,"Kernersvilletown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.13,0,NA,NA,NA,NA,0,NA,0.19
48,"SanAntoniocity",0.26,0.14,1,0.3,0.15,1,0.04,0.78,0.11,0.79,0.48,0.97,0.23,0.28,0.73,0.3,0.65,0,0.2,0.11,0.28
25,"Wakefieldtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.28,0.41,NA,NA,NA,NA,0,NA,0.03
34,"Livingstontownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.16,0.37,NA,NA,NA,NA,0,NA,0.04
44,"Middletowntown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.12,0.06,NA,NA,NA,NA,0,NA,0.32
42,"BeaverFallscity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.42,0.12,NA,NA,NA,NA,0,NA,0.19
6,"Hesperiacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.09,0.01,NA,NA,NA,NA,0,NA,0.16
42,"Butlercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.49,0.04,NA,NA,NA,NA,0,NA,0.09
4,"SierraVistacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.02,0.15,NA,NA,NA,NA,0,NA,0.05
48,"Schertzcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.04,0.01,NA,NA,NA,NA,0,NA,0.11
22,"Lafayettecity",0.35,0.15,0.58,0.84,0.25,0,0,0.18,0.07,0.43,0.42,0.12,0.19,0.12,0.11,0.02,0.85,0,1,0.08,0.36
42,"LowerSalfordtownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.06,0.06,NA,NA,NA,NA,0,NA,0.09
5,"Searcycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.09,0.03,NA,NA,NA,NA,0,NA,0.03
39,"Sylvaniatownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.12,0.07,NA,NA,NA,NA,0,NA,0.05
39,"Worthingtoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.22,0.11,NA,NA,NA,NA,0,NA,0.05
18,"Highlandtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.29,0.22,NA,NA,NA,NA,0,NA,0.13
9,"Westporttown",0.26,0.25,0.09,0.32,0,0.02,0,0.02,0.01,0.29,0.62,0.06,0.1,0.98,0.01,0,0.6,1,0.32,0.21,0.05
48,"Lewisvillecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,0.01,NA,NA,NA,NA,0,NA,0.12
40,"Chickashacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.09,0,NA,NA,NA,NA,0,NA,0.47
34,"EggHarbortownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.03,0.1,NA,NA,NA,NA,0,NA,0.17
18,"Griffithtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.17,0.24,NA,NA,NA,NA,0,NA,0.17
1,"Bessemercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.07,0.13,NA,NA,NA,NA,0,NA,1
6,"Fremontcity",0.22,0.1,0.74,0.67,0.08,0.29,0.59,0.3,0.03,0.93,0.36,0.22,0.19,0.26,0.09,0.07,0.72,0.5,0.37,0.16,0.2
25,"Naticktown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.17,0.4,NA,NA,NA,NA,0,NA,0.08
40,"Normancity",0.23,0.12,0.78,0.95,0.04,0.02,0,0.04,0.04,0.71,0.45,0.52,0.04,0.07,0.03,0.01,0.42,0,0.93,0.06,0.09
28,"Ridgelandcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.09,0.03,NA,NA,NA,NA,0,NA,0.1
34,"Princetontownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.07,0.43,NA,NA,NA,NA,0,NA,0.03
13,"Douglascity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.07,0,NA,NA,NA,NA,0,NA,0.71
6,"MountainViewcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.47,0.23,NA,NA,NA,NA,0,NA,0.17
34,"Tenaflyborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.24,0.68,NA,NA,NA,NA,0,NA,0.02
6,"Burbankcity",0.15,0.13,0.83,0.83,0.03,0.16,0.38,0.17,0.03,0.64,1,0.05,0.45,0.18,0.05,0.06,0.78,0.5,0.56,0.27,0.2
36,"Lockportcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.24,0.04,NA,NA,NA,NA,0,NA,0.38
34,"Eatontownborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.19,0.13,NA,NA,NA,NA,0,NA,0.09
6,"SierraMadrecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.3,0.09,NA,NA,NA,NA,0,NA,0.06
44,"Bristoltown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.18,0.14,NA,NA,NA,NA,0,NA,0.05
55,"OakCreekcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.06,0.07,NA,NA,NA,NA,0,NA,0.05
12,"Miamicity",0.54,0.68,0.99,0.35,0.38,0.67,0.01,0.71,0.49,0.86,0.43,0.1,0.84,0.73,1,0.64,0.15,0.5,0.56,0.73,1
21,"Ashlandcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.18,0.02,NA,NA,NA,NA,0,NA,0.21
48,"Dentoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.1,0.01,NA,NA,NA,NA,0,NA,0.29
34,"LincolnParkborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.14,0.3,NA,NA,NA,NA,0,NA,0.04
6,"SanBrunocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.51,0.35,NA,NA,NA,NA,0,NA,0.12
33,"Concordcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.05,0.05,NA,NA,NA,NA,0,NA,0.06
42,"Columbiaborough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.37,0.1,NA,NA,NA,NA,0,NA,0.21
9,"Milfordtown",0.2,0.2,0.88,0.9,0,0.02,0,0.02,0.02,0.36,0.34,0.06,0.18,0.16,0.02,0.02,0.74,0,0.58,0.25,0.06
6,"CathedralCitycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.13,0.16,NA,NA,NA,NA,0,NA,0.51
25,"Bridgewatertown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.06,0.08,NA,NA,NA,NA,0,NA,0.07
47,"Franklincity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.07,0.01,NA,NA,NA,NA,0,NA,0.21
22,"Slidellcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.22,0.04,NA,NA,NA,NA,0,NA,0.39
6,"Cudahycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.5,NA,NA,NA,NA,0,NA,0.66
23,"Sacocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.03,0.05,NA,NA,NA,NA,0,NA,0.03
9,"Orangetown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.06,0.09,NA,NA,NA,NA,0,NA,0.06
13,"Moultriecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.09,0.02,NA,NA,NA,NA,0,NA,0.53
13,"Roswellcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.12,0.11,NA,NA,NA,NA,0,NA,0.08
25,"NewBedfordcity",0.37,0.24,0.72,0.7,0.43,0.04,0,0.33,0.05,0.14,0.55,0.06,0.41,0.19,0.06,0.03,0.75,0,0.61,0.14,0.59
47,"EastRidgecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.21,0,NA,NA,NA,NA,0,NA,0.12
42,"Johnstowncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.4,0.26,NA,NA,NA,NA,0,NA,0.29
42,"Chestercity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.72,0.72,NA,NA,NA,NA,0,NA,1
48,"LakeJacksoncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.14,0,NA,NA,NA,NA,0,NA,0.03
5,"FortSmithcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.13,0,NA,NA,NA,NA,0,NA,0.29
6,"Hemetcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.17,0.02,NA,NA,NA,NA,0,NA,0.38
4,"ParadiseValleytown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.06,0.03,NA,NA,NA,NA,0,NA,0.06
6,"Oaklandcity",1,0.15,0.49,0.29,0.64,0.28,1,0.78,0.08,0.64,0.42,0.16,0.56,1,0.26,0.28,0.66,1,0.38,0.31,1
6,"Reedleycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.34,0.05,NA,NA,NA,NA,0,NA,0.3
6,"Auburncity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.14,0.02,NA,NA,NA,NA,0,NA,0.16
6,"ArroyoGrandecity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.21,0.04,NA,NA,NA,NA,0,NA,0.29
42,"Northamptontownship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.11,0.2,NA,NA,NA,NA,0,NA,0.02
51,"Hamptoncity",0.42,0.12,0.46,0.73,0.42,0,0,0.29,0.07,0.5,0.09,0.15,0.22,0.13,0.17,0.04,0.74,0.5,0.91,0.14,0.19
6,"WestSacramentocity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.11,0.08,NA,NA,NA,NA,0,NA,0.38
1,"Sylacaugacity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.06,0,NA,NA,NA,NA,0,NA,0.31
12,"LighthousePointcity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.38,0.05,NA,NA,NA,NA,0,NA,0.07
